datasetName,datasetUrl,datasetDescr,datasetCategory,update,tags,catUrl,catPage
Holiday Giving Project Referrals,https://data.montgomerycountymd.gov/Health-and-Human-Services/Holiday-Giving-Project-Referrals/9vwm-w4vn," This dataset shows the number of referrals for assistance through the Holiday Giving Project. The Holiday Giving Project provides Thanksgiving and December holiday assistance to low-income households. A network of social workers, school counselors, and other human service professionals refer families and individuals in need of holiday assistance. Local non-profit agencies, faith-based organizations, service organizations and government agencies come together each year to form the Holiday Giving Project (HGP) Coalition. Member agencies of the HGP Coalition work both collaboratively and independently as local neighborhood coordinators distributing food, gift cards, and toys that come from private and public donations. This dataset provides information on the number of households referred by the program and matched to a coalition member for service based on the household’s zip code. The dataset additionally provides statistics on the number of children and the total number of household members living in the referred households. Note that zip codes with a very small number of referrals have been grouped together. Also note that a number of unmatched households were served through a final County-wide open house event that is not reflected in the dataset. Update frequency: Annually ",Health and Human Services,November 4 2019,"thanksgiving,needy,giving,holiday,",https://data.montgomerycountymd.gov/browse?&page=67,67
Home Occupation Certificates,https://data.montgomerycountymd.gov/Licenses-Permits/Home-Occupation-Certificates/sryj-zivk," This dataset contains any homeowner in Montgomery County, who operates a home-based business which generates more than five visits to the site per week, or who provides a non-resident employee, must register his or her business with DPS. In addition, all home-health practitioners and lawn maintenance services are required to register. Update Frequency - Daily ",Licenses/Permits,January 29 2020,"home,occupation,certificates,",https://data.montgomerycountymd.gov/browse?&page=18,18
Home Occupation Certificates - API,https://data.montgomerycountymd.gov/Licenses-Permits/Home-Occupation-Certificates-API/9f8y-hvfd," This dataset contains any homeowner in Montgomery County, who operates a home-based business which generates more than five visits to the site per week, or who provides a non-resident employee, must register his or her business with DPS. In addition, all home-health practitioners and lawn maintenance services are required to register. Update Frequency - Daily ",Licenses/Permits,January 29 2020,"certificates,occupation,home,",https://data.montgomerycountymd.gov/browse?&page=27,27
Hospitals,https://data.montgomerycountymd.gov/Health-and-Human-Services/Hospitals/677d-kzp6," Address and Locations for Hospitals in Montgomery County, MD and the immediate vicinity. ",Health and Human Services,May 29 2015,"health,hospital,",https://data.montgomerycountymd.gov/browse?&page=23,23
Hospitals Map,https://data.montgomerycountymd.gov/Health-and-Human-Services/Hospitals-Map/qtub-p7bm," Address and Locations for Hospitals in Montgomery County, MD and the immediate vicinity. ",Health and Human Services,August 27 2016,"health,hospital,",https://data.montgomerycountymd.gov/browse?&page=7,7
Household Members Matched by Zip Code,https://data.montgomerycountymd.gov/Health-and-Human-Services/Household-Members-Matched-by-Zip-Code/vqtr-89zw," This dataset shows the number of referrals for assistance through the Holiday Giving Project. The Holiday Giving Project provides Thanksgiving and December holiday assistance to low-income households. A network of social workers, school counselors, and other human service professionals refer families and individuals in need of holiday assistance. Local non-profit agencies, faith-based organizations, service organizations and government agencies come together each year to form the Holiday Giving Project (HGP) Coalition. Member agencies of the HGP Coalition work both collaboratively and independently as local neighborhood coordinators distributing food, gift cards, and toys that come from private and public donations. This dataset provides information on the number of households referred by the program and matched to a coalition member for service based on the household’s zip code. The dataset additionally provides statistics on the number of children and the total number of household members living in the referred households. Note that zip codes with a very small number of referrals have been grouped together. Also note that a number of unmatched households were served through a final County-wide open house event that is not reflected in the dataset. Update frequency: Monthly ",Health and Human Services,November 1 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=78,78
Housing Code Count by Disposition,https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Code-Count-by-Disposition/pi9q-5amr," Housing Code Enforcement data from 2013 to the present , including violations identified ",Consumer/Housing,January 26 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=42,42
Housing Code Enforcement,https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Code-Enforcement/85zx-ccrv," Housing Code Enforcement data from 2013 to the present , including violations identified.  Updated Weekly. ",Consumer/Housing,January 26 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=13,13
Housing Code Enforcement,https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Code-Enforcement/bpzi-93ee," Housing code enforcement activities, including inspections and violations. ",Consumer/Housing,January 26 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=27,27
Housing Code Enforcement-API,https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Code-Enforcement-API/rry5-yaa6," Housing Code Enforcement data from 2013 to the present , including violations identified ",Consumer/Housing,January 26 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=19,19
Housing Code Violation Point Map,https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Code-Violation-Point-Map/7hsy-2xg7," Housing Code Enforcement data from 2013 to the present , including violations identified ",Consumer/Housing,January 26 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=9,9
Housing Code Violations,https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Code-Violations/k9nj-z35d," Housing Code Enforcement data from 2013 to the present , including violations identified.
Update Frequency: Weekly ",Consumer/Housing,January 26 2020,"housing,code,enforcement,violation,",https://data.montgomerycountymd.gov/browse?&page=3,3
Housing Code Violatons,https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Code-Violatons/usij-rq8e," Housing Code Enforcement data from 2013 to the present , including violations identified.
Update Frequency : Quarterly ",Consumer/Housing,January 26 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=9,9
Housing Landlord-Tenant Disputes,https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Landlord-Tenant-Disputes/a7k3-gmfn," The Housing Landlord-Tenant Case Tracking dataset includes tracking information, complaints and individual case dispositions. The data is updated monthly. ",Consumer/Housing,January 1 2020,"landlord,tenant,tenant dispute,landlord dispute,",https://data.montgomerycountymd.gov/browse?&page=57,57
Housing Licensing and Registration,https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Licensing-and-Registration/et5s-xste," Rental license tracking for condominiums, single-family homes, multi-family units and accessory apartments under Montgomery County Code, Chapter 29, Landlord-Tenant Regulations. This dataset is updated annually. ",Consumer/Housing,January 1 2020,"housing licensing,building registration,",https://data.montgomerycountymd.gov/browse?&page=49,49
Human Rights Calendar,https://data.montgomerycountymd.gov/Community-Recreation/Human-Rights-Calendar/7tbu-af89," Montgomery County Human Rights Calendar of Events.
Update Frequency : Quarterly ",Community/Recreation,April 23 2019,"calendar,human_rights,",https://data.montgomerycountymd.gov/browse?&page=65,65
Human Rights Calendar of Events,https://data.montgomerycountymd.gov/Community-Recreation/Human-Rights-Calendar-of-Events/ysab-mdg8," Montgomery County Human Rights Calendar of Events.
Update Frequency : Quarterly ",Community/Recreation,December 19 2016,"calendar,human_rights,",https://data.montgomerycountymd.gov/browse?&page=69,69
Hydrants [arcgis_rest_services_general_hydrants_MapServer_0],https://data.montgomerycountymd.gov/Public-Safety/Hydrants-arcgis_rest_services_general_hydrants_Map/d7i2-mvrw, https://gis3.montgomerycountymd.gov/arcgis/rest/services/general/hydrants/MapServer/0 ,Public Safety,March 17 2016,"fire hydrant,public safety,geographic,map,technology,",https://data.montgomerycountymd.gov/browse?&page=14,14
Illegal Dumping Activity,https://data.montgomerycountymd.gov/Environment/Illegal-Dumping-Activity/d985-d2ak," Records of reported illegal dumping activity, case descriptions with locations and dates of the incident. This dataset is updated daily. ",Environment,January 29 2020,"illegal dumping,",https://data.montgomerycountymd.gov/browse?&page=30,30
Inspection Violation Type,https://data.montgomerycountymd.gov/Government/Inspection-Violation-Type/yb24-dbh5," Information on Cable Inspections performed by the Montgomery County Cable Office since September 1, 2010. This dataset will be updated on a quarterly basis. ",Government,January 9 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=82,82
Internal Affairs Allegations,https://data.montgomerycountymd.gov/Public-Safety/Internal-Affairs-Allegations/usip-62e2, This dataset contains allegations brought to the attention of the Internal Affairs Division either through external complaints or internal complaint or recognition. Any information that can be used to uniquely identify the complainant or the involved employee will not be published. Update Frequency : Weekly. ,Public Safety,January 24 2020,"internal affair,allegations,finding,",https://data.montgomerycountymd.gov/browse?&page=8,8
Internal Affairs Allegations - API,https://data.montgomerycountymd.gov/Public-Safety/Internal-Affairs-Allegations-API/dd9t-cka2, This dataset contains allegations brought to the attention of the Internal Affairs Division either through external complaints or internal complaint or recognition. Any information that can be used to uniquely identify the complainant or the involved employee will not be published. Update Frequency : Weekly. ,Public Safety,January 24 2020,"finding,allegations,internal affair,",https://data.montgomerycountymd.gov/browse?&page=27,27
ISP Speed Test by Type Charted,https://data.montgomerycountymd.gov/Consumer-Housing/ISP-Speed-Test-by-Type-Charted/u6k4-fe72, Percentage chart of all types of devices voluntarily tested around the County. ,Consumer/Housing,January 23 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=75,75
Journeyman Electrician License,https://data.montgomerycountymd.gov/Licenses-Permits/Journeyman-Electrician-License/vajy-hwge," This dataset contains a list of Journeyman Electrician License information. A Journeyman Electrician's License is required for electrical work performed without the supervision of a Master Electrician or another Journeyman. A Journeyman may supervise up to three other unlicensed electrical workers.
Update Frequency : Daily ",Licenses/Permits,January 29 2020,"license,electrical,journeyman,electrician,",https://data.montgomerycountymd.gov/browse?&page=22,22
Leading Causes of Death Total Population 2010-2012 MC,https://data.montgomerycountymd.gov/Health-and-Human-Services/Leading-Causes-of-Death-Total-Population-2010-2012/uyei-igdu," Age-adjustment mortality rates are rates of deaths that are computed using a statistical method to create a metric based on the true death rate so that it can be compared over time for a single population (i.e. comparing 2006-2008 to 2010-2012), as well as enable comparisons across different populations with possibly different age distributions in their populations (i.e. comparing Hispanic residents to Asian residents). Age adjustment methods applied to Montgomery County rates are consistent with US Centers for Disease Control and Prevention (CDC), National Center for Health Statistics (NCHS) as well as Maryland Department of Health and Mental Hygiene’s Vital Statistics Administration (DHMH VSA).
PHS Planning and Epidemiology receives an annual data file of Montgomery County resident deaths registered with Maryland Department of Health and Mental Hygiene’s Vital Statistics Administration (DHMH VSA). Using SAS analytic software, MCDHHS standardizes, aggregates, and calculates age-adjusted rates for each of the leading causes of death category consistent with state and national methods and by subgroups based on age, gender, race, and ethnicity combinations. Data are released in compliance with Data Use Agreements between DHMH VSA and MCDHHS. This dataset will be updated Annually. ",Health and Human Services,September 22 2016,"rates,mortality,adjusted,age,measures,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=52,52
Leaf Collection Posting Log,https://data.montgomerycountymd.gov/Environment/Leaf-Collection-Posting-Log/r53e-rcct, This dataset contains leaf collection dates for area and subarea where leaf collection service is provided by Montgomery County Department of Transportation. Update Frequency - Daily (September through December). Monthly update (January through August) on the first day of each month. ,Environment,January 2 2020,"leaf collection,log,schedule,department of transportation,",https://data.montgomerycountymd.gov/browse,https://data.montgomerycountymd.gov/browse
Leaf Collection Posting Log-API,https://data.montgomerycountymd.gov/Environment/Leaf-Collection-Posting-Log-API/mi8y-8vkx, This dataset contains leaf collection dates for area and subarea where leaf collection service is provided by Montgomery County Department of Transportation. Update Frequency - Daily (September through December). Monthly update (January through August) on the first day of each month. ,Environment,January 2 2020,"department of transportation,schedule,log,leaf collection,",https://data.montgomerycountymd.gov/browse?&page=26,26
Leafing sorted by Area then Collection Sequence,https://data.montgomerycountymd.gov/Community/Leafing-sorted-by-Area-then-Collection-Sequence/rtsc-ypvm, This dataset contains leaf collection dates for area and subarea where leaf collection service is provided by Montgomery County Department of Transportation. Update Frequency - Daily (September through December). Monthly update (January through August) on the first day of each month. ,Community,January 2 2020,"department of transportation,schedule,log,leaf collection,",https://data.montgomerycountymd.gov/browse?&page=12,12
Legislative Districts,https://data.montgomerycountymd.gov/dataset/Legislative-Districts/adj2-q6da, https://gis4.montgomerycountymd.gov/arcgis/rest/services/elections/legislative/MapServer/0 ,NA,December 15 2015,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=69,69
Legislative Districts [arcgis_rest_services_elections_legislative_MapServer_0],https://data.montgomerycountymd.gov/Elections/Legislative-Districts-arcgis_rest_services_electio/qudu-hxw7, https://gis4.montgomerycountymd.gov/arcgis/rest/services/elections/legislative/MapServer/0 ,Elections,December 15 2015,"voting,legislative district,geographic,map,technology,",https://data.montgomerycountymd.gov/browse?&page=49,49
Leisure World Crashes (June 2018-June 2019),https://data.montgomerycountymd.gov/Public-Safety/Leisure-World-Crashes-June-2018-June-2019-/wmgm-c9x4," This dataset provides general information about each collision and details of all traffic collisions occurring on county and local roadways within Montgomery County, as collected via the Automated Crash Reporting System (ACRS) of the Maryland State Police, and reported by the Montgomery County Police, Gaithersburg Police, Rockville Police, or the Maryland-National Capital Park Police. Please note that these collision reports are based on preliminary information supplied to the Police Department by the reporting parties. Therefore, the collision data available on this web page may reflect:
-Information not yet verified by further investigation
-Information that may include verified and unverified collision data
-Preliminary collision classifications may be changed at a later date based upon further investigation
-Information may include mechanical or human error This dataset can be joined with the other 2 Crash Reporting datasets (see URLs below) by the State Report Number.
* Crash Reporting - Drivers Data at https://data.montgomerycountymd.gov/Public-Safety/Crash-Reporting-Drivers-Data/mmzv-x632
* Crash Reporting - Non-Motorists Data at https://data.montgomerycountymd.gov/Public-Safety/Crash-Reporting-Non-Motorists-Data/n7fk-dce5
Update Frequency : Weekly ",Public Safety,January 24 2020,"safety,vision zero,traffic,pedestrian,driver,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=70,70
Leisure World Inspections,https://data.montgomerycountymd.gov/Health-and-Human-Services/Leisure-World-Inspections/hw6r-4h6z," The Licensure & Regulatory Services Program inspects all licensed retail food establishments in Montgomery County for a variety of reasons (e.g. obtaining a permit, regular check-ups, or in response to complaints.) Included in this overall surveillance are two types of inspections that are conducted on a routine basis. The first type, a comprehensive inspection, is a thorough inspection that evaluates the sanitation, maintenance, and food service operations for the facility. This inspection includes many of the items found in the monitoring inspection, such as critical temperatures and food handling procedures. The second type, a monitoring inspection, involves checking the food service operation for critical food temperatures, equipment temperatures, and general food handling / cleanliness practices. While monitoring inspections are not as detailed as environmental inspections, they help ensure that the facility is operating safely throughout the year. The frequency of inspections is based on the food-borne illness risks associated with the food being processed at a facility. Based on the risk each facility is designated as high, medium, or low priority. High priority risk facilities prepare food products a day or more in advance or utilize any combination of two or more processes such as a cooking, cooling, reheating and hot holding food over four hours. Moderate priority risk facilities prepare and cook food products which are served immediately or within four hours. A low priority risk facility serve prepackage foods that are not potentially hazardous. For high risk facilities, a monitoring inspection is conducted at least twice a year, and moderate risk facilities are inspected at least once a year. High and moderate risk facilities also receive at least one comprehensive inspection every year. Low risk priority facilities typically receive one comprehensive inspection every two years. (C) Denotes a Critical Violation. A Critical Violation means a food safety requirement that requires immediate correction. Failure for immediate correction results in cessation of some or all food operations or closure of the facility until violation is able to be corrected. Update Frequency: Daily ",Health and Human Services,January 29 2020,"restaurant,closures,violations,inspection,food,",https://data.montgomerycountymd.gov/browse?&page=59,59
Librarian Visits to Schools and Day Cares,https://data.montgomerycountymd.gov/Education/Librarian-Visits-to-Schools-and-Day-Cares/578b-zgzd, Librarian visits to school and day care facilities by fiscal year. Updated annually ,Education,May 29 2018,"libraries,library,librarian visits,",https://data.montgomerycountymd.gov/browse?&page=73,73
Libraries Bike Share,https://data.montgomerycountymd.gov/Education/Libraries-Bike-Share/7q62-2z2v," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=77,77
Libraries Physical Material Usage Counts,https://data.montgomerycountymd.gov/Education/Libraries-Physical-Material-Usage-Counts/npzu-na3t," This dataset details the total number of materials loaned out and used in-house at each public library by fiscal year. This includes, books, magazines, DVD's and other physical resources. Updated annually. ",Education,December 13 2019,"library usage,library material,",https://data.montgomerycountymd.gov/browse?&page=76,76
Library Branches near Metro Stations,https://data.montgomerycountymd.gov/Education/Library-Branches-near-Metro-Stations/nd6q-hnm4," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=81,81
Library Branches near Ride-On Bus Stops,https://data.montgomerycountymd.gov/Education/Library-Branches-near-Ride-On-Bus-Stops/4v9t-f2yh," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=78,78
Library Branches with Discovery Rooms,https://data.montgomerycountymd.gov/Education/Library-Branches-with-Discovery-Rooms/dqhq-d84t," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=48,48
Library Branch TTY Phone Number,https://data.montgomerycountymd.gov/Education/Library-Branch-TTY-Phone-Number/2wb4-b2c2," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=80,80
Library Branch TTY Phone Number,https://data.montgomerycountymd.gov/Education/Library-Branch-TTY-Phone-Number/3irm-z326," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=81,81
Library Discovery Room Usage,https://data.montgomerycountymd.gov/Education/Library-Discovery-Room-Usage/jy93-tazc, Counts of Discovery Room usage for Fiscal Year 2017 at library branches. Updated annually. ,Education,May 29 2018,"discovery room,",https://data.montgomerycountymd.gov/browse?&page=69,69
Library Physical Material Usage Counts,https://data.montgomerycountymd.gov/Education/Library-Physical-Material-Usage-Counts/475c-s6kw," This dataset details the total number of materials loaned out and used in-house at each public library by fiscal year. This includes, books, magazines, CD's, DVD's, digital copies, subscriptions and various other resources. Updated annually. ",Education,December 13 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=81,81
Library Services,https://data.montgomerycountymd.gov/Education/Library-Services/ee7s-jhig," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=28,28
Library Services By Branch,https://data.montgomerycountymd.gov/Education/Library-Services-By-Branch/hm6s-ccep," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=77,77
Library Services Square Footage by Branch,https://data.montgomerycountymd.gov/Education/Library-Services-Square-Footage-by-Branch/thtr-4wj6," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=78,78
Library Specialty Options Adult,https://data.montgomerycountymd.gov/Education/Library-Specialty-Options-Adult/vgvr-8fye," Library specialty periodicals and books for adults by branch
Update Frequency: Annual ",Education,May 31 2019,"specialty books,mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=70,70
Library Specialty Options Children,https://data.montgomerycountymd.gov/Education/Library-Specialty-Options-Children/vy9j-xi8f, Library's specialty items for children by branch Update Frequency: Annual ,Education,May 31 2019,"mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=68,68
Library Technologies,https://data.montgomerycountymd.gov/Education/Library-Technologies/9b79-c4nn, Types of different technologies located and available at Regional Libraries. Update Frequency: Annual ,Education,May 31 2019,"mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=68,68
Library World Language Collections,https://data.montgomerycountymd.gov/Education/Library-World-Language-Collections/655z-8enm," Demographic and asset information of public libraries
Update Frequency: Annual ",Education,May 31 2019,"mcpl,branch,libraries,",https://data.montgomerycountymd.gov/browse?&page=78,78
Limited Electrical Business License,https://data.montgomerycountymd.gov/Licenses-Permits/Limited-Electrical-Business-License/rmjr-4zb9," This dataset contains a list of Limited Electrical Business License information. An Electrical Contractor's Business License is required for any person, firm, company, corporation or partnership in the business of installing, repairing, or maintaining any electrical wiring or device designed for conducting, consuming or converting electrical current. A Limited Electrical Contractor's Business License is:
• Restricted to a specific type of electrical work (e.g., signs, telephones, heating/air conditioning)
• Restricted to electrical work performed in a specific location (e.g., on-site maintenance for apartment buildings)
Update Frequency : Daily ",Licenses/Permits,January 29 2020,"license,electrical,limited,business,",https://data.montgomerycountymd.gov/browse?&page=25,25
Limited Master Electrician License,https://data.montgomerycountymd.gov/Licenses-Permits/Limited-Master-Electrician-License/f637-ajic," This dataset contains a list of Limited Master Electrician's License information. A Master Electrician's License is required when an electrical contractor wishes to obtain a permit to perform electrical work in Montgomery County. Depending on the extent of work to be performed by the electrical contractor, one type of the license will be required. A Limited Master Electrician’s License is restricted to specific types of electrical work (e.g., heat/air conditioning, signs, or telephones) or specific locations (e.g., apartment buildings). for in the Montgomery County Zoning Ordinance (http://www.amlegal.com/).
Update Frequency : Daily ",Licenses/Permits,January 29 2020,"license,electrical,limited,master,electrician,",https://data.montgomerycountymd.gov/browse?&page=31,31
Links to Published Datasets,https://data.montgomerycountymd.gov/Government/Links-to-Published-Datasets/rnms-n6ga,NA,Government,January 17 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=68,68
Liquor Stores,https://data.montgomerycountymd.gov/Community-Recreation/Liquor-Stores/pjdr-8brr, A graphical representation of all Montgomery County Liquor Stores ,Community/Recreation,October 10 2017,"fines,violations,license,alcohol,liquor,",https://data.montgomerycountymd.gov/browse?&page=12,12
Listing of Food Establishments,https://data.montgomerycountymd.gov/Health-and-Human-Services/Listing-of-Food-Establishments/37x3-9jg8," The Licensure & Regulatory Services Program inspects all licensed retail food establishments in Montgomery County for a variety of reasons (e.g. obtaining a permit, regular check-ups, or in response to complaints.) Included in this overall surveillance are two types of inspections that are conducted on a routine basis. The first type, a comprehensive inspection, is a thorough inspection that evaluates the sanitation, maintenance, and food service operations for the facility. This inspection includes many of the items found in the monitoring inspection, such as critical temperatures and food handling procedures. The second type, a monitoring inspection, involves checking the food service operation for critical food temperatures, equipment temperatures, and general food handling / cleanliness practices. While monitoring inspections are not as detailed as environmental inspections, they help ensure that the facility is operating safely throughout the year. The frequency of inspections is based on the food-borne illness risks associated with the food being processed at a facility. Based on the risk each facility is designated as high, medium, or low priority. High priority risk facilities prepare food products a day or more in advance or utilize any combination of two or more processes such as a cooking, cooling, reheating and hot holding food over four hours. Moderate priority risk facilities prepare and cook food products which are served immediately or within four hours. A low priority risk facility serve prepackage foods that are not potentially hazardous. For high risk facilities, a monitoring inspection is conducted at least twice a year, and moderate risk facilities are inspected at least once a year. High and moderate risk facilities also receive at least one comprehensive inspection every year. Low risk priority facilities typically receive one comprehensive inspection every two years. (C) Denotes a Critical Violation. A Critical Violation means a food safety requirement that requires immediate correction. Failure for immediate correction results in cessation of some or all food operations or closure of the facility until violation is able to be corrected. Update Frequency: Daily ",Health and Human Services,January 29 2020,"restaurant,closures,violations,inspection,food,",https://data.montgomerycountymd.gov/browse?&page=59,59
Live Well Report,https://data.montgomerycountymd.gov/Human-Resources/Live-Well-Report/b4ic-mjws, This dataset contains the Live Well Report monthly data that reflects wellness enrollment and engagement in the Virgin Pulse Program (corporate wellness programs that are designed to support and encourage a holistic approach to employee well-being by creating an organizational culture of health). Update Frequency : Semi-Annually ,Human Resources,October 1 2018,"report,wellness,well,live,personnel,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=61,61
Living Wage Contracts,https://data.montgomerycountymd.gov/Government/Living-Wage-Contracts/mmpi-4zhb, The following dataset is a listing of all active County contracts. This list is updated daily. Contract spending information can be found at: https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v Update Frequency: Daily ,Government,January 29 2020,"contract,procurement,contracts,",https://data.montgomerycountymd.gov/browse?&page=21,21
Lobbying Registration and Semi-Annual Activity Reporting,https://data.montgomerycountymd.gov/Government/Lobbying-Registration-and-Semi-Annual-Activity-Rep/d6t5-ejmw," This dataset contains Registration and Activity Reporting information lobbyists have provided. The dollar figures in the far right columns are the total of expenses reported by Registered Lobbyists for the semi-annual period stated at the top of the column.
Update Frequency - Daily. ",Government,January 29 2020,"lobbying,semi annual,activity,ethics,",https://data.montgomerycountymd.gov/browse?&page=22,22
Lobbying Semi-Annual Activity - API,https://data.montgomerycountymd.gov/Government/Lobbying-Semi-Annual-Activity-API/j879-q5zd," This dataset contains Registration and Activity Reporting information lobbyists have provided. The dollar figures in the far right columns are the total of expenses reported by Registered Lobbyists for the semi-annual period stated at the top of the column.
Update Frequency - Daily. ",Government,January 29 2020,"activity,semi annual,lobbying,",https://data.montgomerycountymd.gov/browse?&page=44,44
Locations of HOC Offices,https://data.montgomerycountymd.gov/Consumer-Housing/Locations-of-HOC-Offices/7nik-bq7n, Office Locations for the Housing Opportunities Commission (HOC) of Montgomery County. Source: HOC ,Consumer/Housing,June 17 2015,"locations,hoc,commission,opportunities,housing,",https://data.montgomerycountymd.gov/browse?&page=4,4
Locations of HOC Offices Map,https://data.montgomerycountymd.gov/dataset/Locations-of-HOC-Offices-Map/2qc7-fbm2, Office Locations for the Housing Opportunities Commission (HOC) of Montgomery County. Source: HOC ,NA,August 27 2016,"locations,hoc,commission,opportunities,housing,",https://data.montgomerycountymd.gov/browse?&page=10,10
Lodging in Montgomery County,https://data.montgomerycountymd.gov/Community-Recreation/Lodging-in-Montgomery-County/gsmv-3m2m, https://gis3.montgomerycountymd.gov/arcgis/rest/services/ploi/lodging/MapServer/0 ,Community/Recreation,April 11 2016,"accomodations,lodging,",https://data.montgomerycountymd.gov/browse?&page=71,71
LSBRP Active Solicitations,https://data.montgomerycountymd.gov/Government/LSBRP-Active-Solicitations/6k2q-zc3z, The dataset contains a listing of all active and closed Montgomery County solicitations issued in the past 7 years. Data Update Frequency : Daily. ,Government,January 29 2020,"solicitation,bid,contract,business,",https://data.montgomerycountymd.gov/browse?&page=23,23
LSBRP Award Solicitations,https://data.montgomerycountymd.gov/Government/LSBRP-Award-Solicitations/kx7n-ka2m, The following dataset is a listing of all active County contracts. This list is updated daily. Contract spending information can be found at: https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v Update Frequency: Daily ,Government,January 29 2020,"contract,procurement,contracts,",https://data.montgomerycountymd.gov/browse?&page=36,36
LSBRP Closed Solicitations,https://data.montgomerycountymd.gov/Government/LSBRP-Closed-Solicitations/v8s2-fkm2, The dataset contains a listing of all active and closed Montgomery County solicitations issued in the past 7 years. Data Update Frequency : Daily. ,Government,January 29 2020,"solicitation,bid,contract,business,",https://data.montgomerycountymd.gov/browse?&page=24,24
LSBRP Contracts,https://data.montgomerycountymd.gov/Government/LSBRP-Contracts/4a4n-54wv, The following dataset is a listing of all active County contracts. This list is updated daily. Contract spending information can be found at: https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v Update Frequency: Daily ,Government,January 29 2020,"contract,procurement,contracts,",https://data.montgomerycountymd.gov/browse?&page=32,32
Management Consulting by Dept and FY,https://data.montgomerycountymd.gov/Finance-Tax-Property/Management-Consulting-by-Dept-and-FY/es8d-gedt, This dataset includes County spending data for Montgomery County government. It does not include agency spending. Data considered sensitive or confidential and will be encrypted before it is posted. ,Finance/Tax/Property,January 25 2020,"purchase order,suppliers,vendors,invoices,checks,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=56,56
Manager List,https://data.montgomerycountymd.gov/Human-Resources/Manager-List/ekzq-2e7x," Annual salary information including gross pay and overtime pay for all active, permanent employees of Montgomery County, MD paid in calendar year 2018. This information will be published annually each year. ",Human Resources,December 10 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=64,64
